PeakID (cmd=annotatePeaks.pl Filtered_Peaks_all_pCREB.txt mm10 -d tag/LKO_GCG_Input-Redo.tag/ tag/LKO_Veh_Input-Redo.tag/ tag/P8249_FLKO_GCG.tag/ tag/P8250_FLKO_GCG.tag/ tag/P8251_FWT_GCG.tag/ tag/P8266_FWT_GCG.tag/ tag/P8268_FLKO_Veh.tag/ tag/P8289_FLKO_Veh.tag/ tag/P8292_FWT_Veh.tag/ tag/P8297_FWT_Veh.tag/ tag/WT_GCG_Input-Redo.tag/ tag/WT_Veh_Input-Redo.tag/)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	tag/LKO_GCG_Input-Redo.tag/ Tag Count in given bp (18551812.0 Total, normalization factor = 0.54, effective total = 10000000)	tag/LKO_Veh_Input-Redo.tag/ Tag Count in given bp (20488236.0 Total, normalization factor = 0.49, effective total = 10000000)	tag/P8249_FLKO_GCG.tag/ Tag Count in given bp (19468993.0 Total, normalization factor = 0.51, effective total = 10000000)	tag/P8250_FLKO_GCG.tag/ Tag Count in given bp (18132350.0 Total, normalization factor = 0.55, effective total = 10000000)	tag/P8251_FWT_GCG.tag/ Tag Count in given bp (17583237.0 Total, normalization factor = 0.57, effective total = 10000000)	tag/P8266_FWT_GCG.tag/ Tag Count in given bp (19301124.0 Total, normalization factor = 0.52, effective total = 10000000)	tag/P8268_FLKO_Veh.tag/ Tag Count in given bp (17392915.0 Total, normalization factor = 0.57, effective total = 10000000)	tag/P8289_FLKO_Veh.tag/ Tag Count in given bp (15752938.0 Total, normalization factor = 0.63, effective total = 10000000)	tag/P8292_FWT_Veh.tag/ Tag Count in given bp (19236269.0 Total, normalization factor = 0.52, effective total = 10000000)	tag/P8297_FWT_Veh.tag/ Tag Count in given bp (14643986.0 Total, normalization factor = 0.68, effective total = 10000000)	tag/WT_GCG_Input-Redo.tag/ Tag Count in given bp (18902719.0 Total, normalization factor = 0.53, effective total = 10000000)	tag/WT_Veh_Input-Redo.tag/ Tag Count in given bp (21333023.0 Total, normalization factor = 0.47, effective total = 10000000)
Merged-chr13-100104113-2	chr13	100103956	100104268	+	72.199997	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001081061)	promoter-TSS (NM_001081061)	-42	NM_001081061	544971		NM_001081061	ENSMUSG00000049658	Bdp1	B130055N23Rik|G630013P12Rik|TAF3B1|TFC5|TFIIIB150|TFIIIB90|Tfnr|mKIAA1241	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	protein-coding	9.16	4.39	94.51	118.57	103.51	91.70	227.10	164.41	98.25	240.37	4.76	6.56
Merged-chr8-122476150-2	chr8	122475972	122476315	+	71.766663	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_153775)	promoter-TSS (NM_153775)	0	NR_152823	66965		NM_153775	ENSMUSG00000049482	Ctu2	2310061F22Rik|C16orf84|Ncs2	cytosolic thiouridylase subunit 2	protein-coding	5.39	6.83	196.21	218.39	181.99	183.93	402.46	319.31	189.23	403.58	4.76	3.28
Merged-chr15-81400072-2	chr15	81399918	81400238	+	71.216667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001347075)	promoter-TSS (NM_001347075)	-60	NM_177310	321003		NM_177310	ENSMUSG00000022401	Xpnpep3	APP3|E430012M05Rik	X-prolyl aminopeptidase 3, mitochondrial	protein-coding	2.16	7.81	101.70	123.54	118.29	91.70	246.65	175.84	104.49	206.23	6.88	6.09
Merged-chr9-3030178-2	chr9	3030028	3030330	+	71.066666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	Intergenic	GSAT_MM|Satellite|Satellite	8564	NR_039546	100628572		NR_039546	ENSMUSG00000106183	Mir101c	mir-101c|mmu-mir-101c	microRNA 101c	ncRNA	150.93	119.58	6.16	4.96	3.98	4.66	4.02	1.27	4.16	2.73	139.13	110.16
Merged-chr4-155705105-2	chr4	155704947	155705265	+	70.849998	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	5' UTR (NM_026899, exon 1 of 5)	5' UTR (NM_026899, exon 1 of 5)	291	NM_026899	68991		NM_026899	ENSMUSG00000029038	Ssu72	1190002E22Rik|1500011L16Rik|2610101M12Rik	Ssu72 RNA polymerase II CTD phosphatase homolog (yeast)	protein-coding	3.23	8.30	107.35	120.23	113.18	102.07	262.18	208.22	126.32	270.42	3.70	6.09
Merged-chr4-56802310-2	chr4	56802156	56802464	+	69.883331	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001081420)	promoter-TSS (NM_001081420)	-19	NM_001081420	230234		NM_001081420	ENSMUSG00000038827	Abitram	Fam206a|simiate	actin binding transcription modulator	protein-coding	2.70	2.93	90.40	136.22	110.33	102.07	221.93	189.81	99.29	247.88	6.88	3.75
Merged-chr4-94603288-2	chr4	94603122	94603454	+	69.800003	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_172695)	promoter-TSS (NM_172695)	-41	NM_172695	18786		NM_172695	ENSMUSG00000028577	Plaa	2410007N06|D4Ertd618e|PLA2P|PLAP|Ufd3	phospholipase A2, activating protein	protein-coding	2.16	2.93	122.76	142.84	130.24	98.96	314.50	236.15	150.76	335.29	3.17	5.16
Merged-chr5-110653424-2	chr5	110653274	110653585	+	69.800003	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_027156)	promoter-TSS (NM_027156)	-22	NM_027156	69663		NM_027156	ENSMUSG00000029504	Ddx51	2310061O04Rik	DEAD box helicase 51	protein-coding	3.77	5.37	78.59	92.65	95.55	87.04	177.66	166.95	79.02	223.30	2.65	3.28
Merged-chr8-70873534-2	chr8	70873370	70873687	+	69.616669	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_026964)	promoter-TSS (NM_026964)	-38	NM_026964	234388		NM_026964	ENSMUSG00000007721	Ccdc124	1810023B24Rik	coiled-coil domain containing 124	protein-coding	2.70	7.32	90.40	108.09	97.82	87.04	247.23	187.90	107.09	267.00	2.12	4.69
Merged-chr7-102441789-2	chr7	102441636	102441948	+	69.316666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_009103)	promoter-TSS (NM_009103)	97	NM_009103	20133		NM_009103	ENSMUSG00000030978	Rrm1	RnrM1	ribonucleotide reductase M1	protein-coding	4.85	4.88	75.50	99.82	73.93	69.94	218.48	186.00	93.57	216.47	2.12	3.75
Merged-chr14-55681870-2	chr14	55681695	55682039	+	68.900002	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_145705)	promoter-TSS (NM_145705)	-50	NM_145705	28113		NM_145705	ENSMUSG00000007589	Tinf2	D14Wsu146e|Tin2	Terf1 (TRF1)-interacting nuclear factor 2	protein-coding	1.62	4.88	84.24	104.79	89.29	84.97	226.53	181.55	102.41	241.74	5.82	4.69
Merged-chr9-35211011-2	chr9	35210823	35211186	+	68.383331	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001291449)	promoter-TSS (NM_001291449)	51	NM_001291449	235169		NM_172291	ENSMUSG00000039048	Foxred1	TEG-23|Tex23	FAD-dependent oxidoreductase domain containing 1	protein-coding	4.31	4.88	81.67	110.85	100.10	76.68	235.73	159.97	84.22	220.57	5.82	3.75
Merged-chr11-97766622-2	chr11	97766467	97766778	+	68.183334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_026186)	promoter-TSS (NM_026186)	-9	NM_026186	67480		NM_026186	ENSMUSG00000018541	Cwc25	1300013D05Rik|Ccdc49	CWC25 spliceosome-associated protein	protein-coding	2.70	7.32	89.37	98.72	94.41	81.34	220.78	158.70	82.14	232.86	5.29	4.69
Merged-chr8-3621394-2	chr8	3621202	3621571	+	68.083328	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_026156)	promoter-TSS (NM_026156)	-90	NM_026156	67439		NM_026156	ENSMUSG00000019470	Xab2	0610041O14Rik	XPA binding protein 2	protein-coding	3.23	4.88	85.78	106.99	89.29	75.64	176.51	147.91	80.06	197.35	4.76	3.75
Merged-chr19-4163341-2	chr19	4163190	4163496	+	67.533333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NR_153661)	promoter-TSS (NR_153661)	40	NR_153659	58988		NM_021485	ENSMUSG00000024830	Rps6kb2	S6K-beta-2|S6K2	ribosomal protein S6 kinase, polypeptide 2	protein-coding	3.23	9.76	72.94	103.13	84.74	78.75	225.95	194.25	104.49	233.54	7.41	6.09
Merged-chr8-95808128-2	chr8	95807956	95808304	+	65.583328	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_153164)	promoter-TSS (NM_153164)	-685	NM_001205226	234594		NM_153164	ENSMUSG00000036550	Cnot1	6030411K04Rik|D830048B13	CCR4-NOT transcription complex, subunit 1	protein-coding	3.23	6.35	74.99	100.37	90.43	76.16	246.08	191.08	107.61	234.91	2.65	7.03
Merged-chr4-40970891-2	chr4	40970726	40971075	+	64.966667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_023739)	promoter-TSS (NM_023739)	-6	NM_001290448	74164		NM_023739	ENSMUSG00000028423	Nfx1	1300017N15Rik|3000003M19Rik|NFX.1|TEG-42|Tex42	nuclear transcription factor, X-box binding 1	protein-coding	3.23	5.37	84.24	88.24	86.45	77.20	200.08	137.75	82.14	200.08	5.29	5.16
Merged-chr1-90603420-2	chr1	90603251	90603589	+	64.800003	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_133805)	promoter-TSS (NM_133805)	-5	NM_133805	108679		NM_133805	ENSMUSG00000034432	Cops8	9430009J09Rik|Csn8|Sgn8	COP9 signalosome subunit 8	protein-coding	2.16	7.81	92.45	106.99	83.03	86.52	242.05	165.05	93.05	226.71	5.29	10.31
Merged-chr7-38271376-2	chr7	38271216	38271540	+	64.666664	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_025390)	promoter-TSS (NM_025390)	-30	NM_025390	66161		NM_025390	ENSMUSG00000030423	Pop4	1110023P21Rik|Rpp29	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	protein-coding	3.23	5.37	70.37	79.42	73.93	59.58	194.91	140.93	82.14	190.52	6.88	6.09
Merged-chr5-69556924-2	chr5	69556742	69557083	+	64.133331	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001310631)	promoter-TSS (NM_001310631)	-12	NM_172711	231279		NM_172711	ENSMUSG00000029208	Guf1	4631409J12|EF-4|mtEF4	GUF1 homolog, GTPase	protein-coding	4.31	5.86	81.15	100.92	87.58	60.10	196.63	131.40	75.90	172.77	4.76	6.09
Merged-chr6-131293224-2	chr6	131293065	131293382	+	64.050003	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_025564)	promoter-TSS (NM_025564)	21	NM_001327860	66441		NM_025564	ENSMUSG00000030188	Magohb	2010012C16Rik|Mago|Magoh|Magoh-rs1	mago homolog B, exon junction complex core component	protein-coding	2.16	1.95	87.83	89.89	67.11	63.21	197.78	137.75	84.74	193.94	2.65	5.16
Merged-chr5-139484533-2	chr5	139484335	139484714	+	64	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001159908)	promoter-TSS (NM_001159908)	-33	NM_133349	100494		NM_133349	ENSMUSG00000053581	Zfand2a	Airap	zinc finger, AN1-type domain 2A	protein-coding	3.23	1.95	122.25	153.32	137.06	115.02	311.62	224.72	132.04	314.12	2.12	6.56
Merged-chr2-119156999-2	chr2	119156833	119157154	+	63.733334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001033136)	promoter-TSS (NM_001033136)	41	NM_001033136	67809		NM_001033136	ENSMUSG00000070730	Rmdn3	1200015F23Rik|Fam82a2|Ptpip51|RMD-3|Rmd3	regulator of microtubule dynamics 3	protein-coding	2.16	6.35	65.23	103.68	68.25	61.14	193.18	130.13	80.06	162.52	3.70	8.44
Merged-chr3-127553328-2	chr3	127553168	127553500	+	63.666664	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_197997)	promoter-TSS (NM_197997)	15	NM_138593	28036		NM_138593	ENSMUSG00000027968	Larp7	C330027G06Rik|D3Wsu161e	La ribonucleoprotein 7, transcriptional regulator	protein-coding	4.85	4.39	95.54	122.98	108.06	96.37	269.65	178.38	113.85	265.64	3.17	6.56
Merged-chrX-76599069-2	chrX	76598908	76599221	+	63.616665	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	intron (NM_001201395, intron 1 of 1)	SYNREP_MM|Satellite|Satellite	3860	NM_001201395	74987		NM_001201395	ENSMUSG00000079525	Cldn34d	4930468A15Rik	claudin 34D	protein-coding	75.46	51.25	25.17	19.85	23.89	16.06	19.55	9.52	17.16	14.34	59.78	57.19
Merged-chr17-34836951-2	chr17	34836784	34837111	+	63.333336	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001163770)	promoter-TSS (NM_001163770)	-44	NM_019442	54402		NM_019442	ENSMUSG00000061207	Stk19	G11|RP1	serine/threonine kinase 19	protein-coding	2.16	2.93	69.85	102.58	83.03	81.34	231.13	158.07	83.70	202.13	10.05	6.09
Merged-chr18-65249557-1	chr18	65249423	65249691	+	63.299999	pCREB.fast.mergepeaks.txt	promoter-TSS (NR_162794)	promoter-TSS (NR_162794)	-636	NR_162794									1.62	3.90	1.03	3.31	1.14	1.55	1.72	3.17	1.04	2.73	0.53	0.94
Merged-chrX-143483059-2	chrX	143482907	143483213	+	63.116669	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	Intergenic	SYNREP_MM|Satellite|Satellite	-35531	NM_001195048	18481		NM_008778	ENSMUSG00000031284	Pak3	PAK-3|Pak65alpha|Pak65beta|Stk4	p21 (RAC1) activated kinase 3	protein-coding	153.62	123.49	31.33	30.88	36.40	26.94	30.47	26.03	29.11	34.14	144.95	123.28
Merged-chr5-5559547-2	chr5	5559387	5559700	+	62.216667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001357032)	promoter-TSS (NM_001357032)	-2	NM_153116	207704		NM_153116	ENSMUSG00000040464	Gtpbp10	4930545J22Rik	GTP-binding protein 10 (putative)	protein-coding	0.54	3.42	74.99	98.72	69.95	68.39	161.56	111.09	61.86	159.79	2.12	5.63
Merged-chr17-25184517-2	chr17	25184345	25184686	+	62.166668	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_183150)	promoter-TSS (NM_183150)	-46	NM_183150	214489		NM_183150	ENSMUSG00000067722	Uqcc4	Ccsmst1	ubiquinol-cytochrome c reductase complex assembly factor 4	protein-coding	6.47	4.39	60.61	86.59	67.68	65.80	172.48	137.12	58.74	173.45	4.76	5.63
Merged-chr18-65249895-1	chr18	65249750	65250040	+	62.099998	pCREB.fast.mergepeaks.txt	promoter-TSS (NR_162794)	promoter-TSS (NR_162794)	-974	NR_162794									2.16	3.90	2.57	4.96	2.84	1.55	6.32	3.81	3.12	8.19	1.06	4.69
Merged-chr9-123113211-2	chr9	123113039	123113396	+	60.549999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001372550)	promoter-TSS (NM_001372550)	-14	NM_001081188	66446		NM_025568	ENSMUSG00000025785	Exosc7	2610002K22Rik|mKIAA0116	exosome component 7	protein-coding	2.70	4.88	72.42	92.65	84.17	67.35	188.58	130.77	73.30	215.79	4.23	4.69
Merged-chr12-101083712-2	chr12	101083544	101083875	+	60.333336	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_211355)	promoter-TSS (NM_211355)	-7	NM_001160214	68734		NM_211355	ENSMUSG00000041846	Ppp4r3a	1110034C04Rik|Smek1|mKIAA2010	protein phosphatase 4 regulatory subunit 3A	protein-coding	4.31	8.30	73.45	99.82	75.07	65.80	206.98	180.28	94.61	213.74	4.23	2.34
Merged-chr8-79711741-2	chr8	79711586	79711903	+	60.299999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_026904)	promoter-TSS (NM_026904)	-4	NM_015751	24015		NM_015751	ENSMUSG00000058355	Abce1	Oabp|RLI|RNS41|RNS4I|Rnaseli	ATP-binding cassette, sub-family E member 1	protein-coding	1.62	2.93	74.99	87.14	84.17	76.16	197.21	156.16	98.25	210.33	5.82	7.97
Merged-chr10-62449780-2	chr10	62449589	62449949	+	60.299995	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_181423)	promoter-TSS (NM_181423)	-31	NM_181423	338359		NM_181423	ENSMUSG00000020079	Supv3l1	6330443E10Rik	suppressor of var1, 3-like 1 (S. cerevisiae)	protein-coding	2.16	6.83	104.78	118.57	89.29	79.79	197.78	123.15	76.94	180.28	2.12	11.25
Merged-chr6-39592544-2	chr6	39592361	39592755	+	60.233337	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_026612)	promoter-TSS (NM_026612)	-7	NR_152450	68198		NM_026612	ENSMUSG00000002416	Ndufb2	1810011O01Rik|8kDa|AGGG|CI-AGGG	NADH:ubiquinone oxidoreductase subunit B2	protein-coding	3.77	7.32	91.43	125.19	100.10	84.45	264.48	219.01	118.01	285.44	5.82	9.38
Merged-chr17-24707672-2	chr17	24707499	24707830	+	60.166668	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_145396)	promoter-TSS (NM_145396)	-11	NM_145396	213773		NM_145396	ENSMUSG00000040688	Tbl3	9430070M15Rik	transducin (beta)-like 3	protein-coding	3.23	4.88	62.15	78.86	77.35	56.47	151.21	116.80	63.42	162.52	4.76	2.34
Merged-chr7-30665008-2	chr7	30664845	30665182	+	59.900002	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_027999)	promoter-TSS (NM_027999)	-19	NM_027999	71909		NM_027999	ENSMUSG00000078762	Haus5	2310022K01Rik	HAUS augmin-like complex, subunit 5	protein-coding	3.77	2.93	92.45	110.30	90.43	89.11	203.53	175.21	82.66	220.57	3.70	7.03
Merged-chr15-75842010-2	chr15	75841836	75842181	+	59.483334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_172121)	promoter-TSS (NM_172121)	-100	NM_172121	223642		NM_172121	ENSMUSG00000075600	Zc3h3	Kiaa0150|Smicl|Zc3hdc3	zinc finger CCCH type containing 3	protein-coding	5.93	6.83	67.29	93.20	73.37	88.08	224.23	128.86	84.74	176.18	6.35	5.63
Merged-chr19-24961603-2	chr19	24961436	24961791	+	58.283333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NR_033744)	promoter-TSS (NR_033744)	3	NM_146097	226043		NM_146097	ENSMUSG00000024878	Zng1	Cbwd1	Zn regulated GTPase metalloprotein activator 1	protein-coding	2.70	5.37	89.89	100.92	86.45	87.04	255.28	173.94	107.09	248.57	6.35	4.69
Merged-chr4-94556805-2	chr4	94556646	94556970	+	57.599998	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_026368)	promoter-TSS (NM_026368)	-12	NM_026368	67770		NM_026368	ENSMUSG00000028578	Caap1	5830433M19Rik|CAAP	caspase activity and apoptosis inhibitor 1	protein-coding	4.85	4.39	59.07	91.55	68.25	68.91	171.33	111.73	76.42	171.40	2.65	1.88
Merged-chr11-101552118-2	chr11	101551921	101552350	+	57.033333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001252223)	promoter-TSS (NM_001252223)	28	NM_001252220	17966		NM_008676	ENSMUSG00000017119	Nbr1	mKIAA0049	NBR1, autophagy cargo receptor	protein-coding	4.31	3.90	88.86	113.61	85.88	87.04	269.65	201.87	109.69	258.13	1.06	6.56
Merged-chr4-70378174-2	chr4	70378011	70378357	+	56.866669	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	intron (NM_145990, intron 4 of 36)	GSAT_MM|Satellite|Satellite	32251	NM_145990	214444		NM_145990	ENSMUSG00000039298	Cdk5rap2	2900018K03Rik|an|mKIAA1633	CDK5 regulatory subunit associated protein 2	protein-coding	81.39	60.52	0.51	1.10	0.57	2.07	1.72	0.63	1.56	2.05	70.89	63.28
Merged-chr12-3110035-2	chr12	3109880	3110191	+	56.733334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	Intergenic	GSAT_MM|Satellite|Satellite	-125756	NR_015551	74173		NM_028796		Rab10os	1700012B15Rik|1810036A22Rik	RAB10, member RAS oncogene family, opposite strand	ncRNA	105.11	80.53	112.49	95.41	123.98	92.74	100.62	82.52	83.18	103.80	108.98	84.38
Merged-chr2-154656927-2	chr2	154656759	154657084	+	56.566666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_029362)	promoter-TSS (NM_029362)	-105	NM_029362	75608		NM_029362	ENSMUSG00000038467	Chmp4b	2010012F05Rik|Snf7-2	charged multivesicular body protein 4B	protein-coding	4.31	3.42	59.58	90.45	63.13	73.05	222.50	194.25	90.97	200.77	4.76	7.03
Merged-chr11-76243738-2	chr11	76243569	76243895	+	55.966667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_026029)	promoter-TSS (NM_026029)	-4	NM_183263	67390		NM_183263	ENSMUSG00000038046	Mrm3	4833420N02Rik|HC90|Rnmtl1	mitochondrial rRNA methyltransferase 3	protein-coding	1.08	5.86	57.53	87.14	79.05	53.88	170.18	112.36	66.54	171.40	5.82	5.63
Merged-chr14-31251487-2	chr14	31251333	31251643	+	55.916664	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_027088)	promoter-TSS (NM_027088)	-1	NM_027088	104416		NM_027088	ENSMUSG00000021901	Bap1	2300006C11Rik|mKIAA0272|uch-x4	Brca1 associated protein 1	protein-coding	3.77	4.39	108.89	114.71	100.66	97.40	222.50	186.63	100.85	246.52	6.35	3.28
Merged-chr5-108312749-2	chr5	108312597	108312908	+	55.849998	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001310689)	promoter-TSS (NM_001310689)	-61	NR_163827	433931		NM_001081234	ENSMUSG00000029263	Pigg	Gpi7	phosphatidylinositol glycan anchor biosynthesis, class G	protein-coding	0.54	2.44	69.85	81.62	81.33	77.72	173.63	123.15	73.30	183.01	3.17	1.41
Merged-chr7-30650178-2	chr7	30650025	30650345	+	55.466667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_133693)	promoter-TSS (NM_133693)	43	NM_133693	68035		NM_133693	ENSMUSG00000036733	Rbm42	1700003D06Rik|3100004P22Rik	RNA binding motif protein 42	protein-coding	5.39	3.42	70.37	87.14	73.37	66.84	193.18	146.64	83.70	176.18	4.76	4.22
Merged-chr16-43889714-2	chr16	43889542	43889891	+	55.416668	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_029128)	promoter-TSS (NM_029128)	-40	NM_001356328	106248		NM_029128	ENSMUSG00000022704	Qtrt2	3110012M05Rik|4930470H18Rik|Qrtr2|Qtrtd1	queuine tRNA-ribosyltransferase accessory subunit 2	protein-coding	3.23	7.32	74.48	79.42	72.23	66.32	173.06	140.93	81.62	174.82	7.41	6.56
Merged-chr10-62920623-2	chr10	62920462	62920778	+	55.216667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_175194)	promoter-TSS (NM_175194)	-13	NM_175194	73132		NM_175194	ENSMUSG00000071253	Slc25a16	3110021G18Rik|GDA|GDC|HGT.1|ML7	solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16	protein-coding	3.23	3.42	79.61	98.72	69.95	74.61	209.28	162.51	87.85	244.47	2.12	10.78
Merged-chr11-72215345-2	chr11	72215131	72215653	+	55.183334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	exon (NM_001163728, exon 1 of 1)	exon (NM_001163728, exon 1 of 1)	200	NM_026068	67279		NM_026068	ENSMUSG00000020801	Med31	3110004H13Rik|CGI-125|l11Jus15	mediator complex subunit 31	protein-coding	1.08	3.90	90.91	97.62	75.64	72.53	237.45	199.96	138.28	283.39	5.29	8.91
Merged-chr9-90114787-2	chr9	90114626	90114942	+	55.166664	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001357780)	promoter-TSS (NM_001357780)	36	NM_001357780	21761		NM_024431	ENSMUSG00000062270	Morf4l1	MORFRG15|MRG15|TEG-189|Tex189|mKIAA4002	mortality factor 4 like 1	protein-coding	2.70	7.32	139.20	157.18	139.91	130.04	338.07	231.07	138.80	344.85	5.29	6.09
Merged-chr19-46075881-2	chr19	46075702	46076064	+	54.983334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_053086)	promoter-TSS (NM_053086)	36	NM_053086	70769		NM_053086	ENSMUSG00000015176	Nolc1	NOPP130|NOPP140|P130	nucleolar and coiled-body phosphoprotein 1	protein-coding	3.77	4.39	81.67	103.13	93.27	89.63	250.68	165.68	103.45	262.22	3.17	3.75
Merged-chr4-40757857-2	chr4	40757682	40758035	+	54.550003	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_021535)	promoter-TSS (NM_021535)	27	NM_021535	74255		NM_021535	ENSMUSG00000028409	Smu1	2600001O03Rik|2610203K23Rik|Bwd	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	protein-coding	9.16	7.32	57.01	74.45	54.03	62.17	187.43	129.50	62.38	192.57	4.76	9.84
Merged-chr3-132684088-2	chr3	132683906	132684257	+	54.183334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_007926)	promoter-TSS (NM_007926)	-63	NM_001163455	271981		NM_173032	ENSMUSG00000028030	Tbck	1700120J03Rik|9430001M19|A630047E20Rik|C030007I09Rik|Tbckl	TBC1 domain containing kinase	protein-coding	3.23	6.83	76.53	97.62	87.01	76.16	190.88	133.31	75.90	189.84	5.82	7.03
Merged-chr4-107879774-2	chr4	107879617	107879931	+	54	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001282737)	promoter-TSS (NM_001282737)	19	NM_001282737	17149		NM_001282737	ENSMUSG00000028609	Magoh	Mago-m|Mos2	mago homolog, exon junction complex core component	protein-coding	2.16	3.90	62.15	73.90	45.50	58.55	143.16	114.26	70.18	154.33	4.23	8.44
