PeakID (cmd=annotatePeaks.pl pCREB.fed.BCL6.mergepeaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr19-46290816-1	chr19	46290723	46290909	+	170.100006	GetdiffpeaksBCL6WT.txt	Intergenic	L2|LINE|L2	-13921	NM_001177369	18034		NM_019408	ENSMUSG00000025225	Nfkb2	NF-kappaB2|lyt|p49|p49/p100|p50B|p52	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	protein-coding
Merged-chr17-46053519-1	chr17	46053426	46053612	+	170.100006	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-21142	NM_001287057	22339		NM_009505	ENSMUSG00000023951	Vegfa	L-VEGF|Vegf|Vpf	vascular endothelial growth factor A	protein-coding
Merged-chr18-47435061-1	chr18	47434968	47435154	+	169.000000	GetdiffpeaksBCL6WT.txt	Intergenic	ERV3-16A3_I-int|LTR|ERVL	-17607	NR_033453	77668		NR_033453	ENSMUSG00000117602	9130209A04Rik	-	RIKEN cDNA 9130209A04 gene	ncRNA
Merged-chr1-93124146-1	chr1	93124053	93124239	+	167.800003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-11094	NM_001276710	11611		NM_016702	ENSMUSG00000026272	Agxt	AGT|Agt1|Agxt1|SPT	alanine-glyoxylate aminotransferase	protein-coding
Merged-chr5-74561392-1	chr5	74561299	74561485	+	167.800003	GetdiffpeaksBCL6WT.txt	intron (NM_024183, intron 9 of 16)	intron (NM_024183, intron 9 of 16)	25901	NM_001159574	66899		NM_024183	ENSMUSG00000029227	Fip1l1	1300019H17Rik|Rje	factor interacting with PAPOLA and CPSF1	protein-coding
Merged-chr4-59332069-1	chr4	59331976	59332162	+	165.399994	GetdiffpeaksBCL6WT.txt	intron (NM_001163288, intron 13 of 16)	intron (NM_001163288, intron 13 of 16)	72018	NR_105031	101055769		NR_105031		Gm12596	-	predicted gene 12596	ncRNA
Merged-chr10-95142946-1	chr10	95142853	95143039	+	164.300003	GetdiffpeaksBCL6WT.txt	intron (NR_131146, intron 2 of 3)	intron (NR_131146, intron 2 of 3)	2879	NR_131146	628062		NR_131146	ENSMUSG00000112481	Gm29684	-	predicted gene, 29684	ncRNA
Merged-chr1-162240934-1	chr1	162240841	162241027	+	163.100006	GetdiffpeaksBCL6WT.txt	intron (NM_001038619, intron 13 of 20)	intron (NM_001038619, intron 13 of 20)	17566	NR_029796	387210		NR_029796	ENSMUSG00000065516	Mir214	Mirn214|mir-214|mmu-mir-214	microRNA 214	ncRNA
Merged-chr6-128039564-1	chr6	128039471	128039657	+	163.100006	GetdiffpeaksBCL6WT.txt	intron (NM_001356301, intron 1 of 7)	intron (NM_001356301, intron 1 of 7)	-4502	NM_001379136	109246		NM_175414	ENSMUSG00000030352	Tspan9	6720474K14Rik|9430079M16Rik|Tspan-9	tetraspanin 9	protein-coding
Merged-chr5-135032737-1	chr5	135032644	135032830	+	163.100006	GetdiffpeaksBCL6WT.txt	intron (NR_152855, intron 1 of 9)	B4|SINE|B4	9255	NR_133683	20907		NM_016801	ENSMUSG00000007207	Stx1a	HPC-1	syntaxin 1A (brain)	protein-coding
Merged-chr18-43248024-1	chr18	43247931	43248117	+	154.899994	GetdiffpeaksBCL6WT.txt	intron (NM_178749, intron 4 of 12)	intron (NM_178749, intron 4 of 12)	40327	NM_178749	269019		NM_178749	ENSMUSG00000039954	Stk32a	A930015B13Rik|YANK1	serine/threonine kinase 32A	protein-coding
Merged-chr7-49760074-1	chr7	49759981	49760167	+	153.699997	GetdiffpeaksBCL6WT.txt	intron (NM_001146053, intron 2 of 5)	intron (NM_001146053, intron 2 of 5)	562	NM_001146052	53415		NM_016865	ENSMUSG00000039745	Htatip2	Cc3|Tip30	HIV-1 Tat interactive protein 2	protein-coding
Merged-chr12-77952657-1	chr12	77952564	77952750	+	153.699997	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-244399	NM_001374218	626215		NM_001374218	ENSMUSG00000099418	Ccdc196	EG626215|Gm6657	coiled-coil domain containing 196	protein-coding
Merged-chr4-34901265-1	chr4	34901172	34901358	+	152.500000	GetdiffpeaksBCL6WT.txt	intron (NM_009889, intron 1 of 3)	MERV1_LTR|LTR|ERV1	7486	NM_009889	12640		NM_009889	ENSMUSG00000028298	Cga	CG-alpha|FSHA|GPHA1|GPHalpha|HCG|LHA|Tsha|aGSU|alpha-GSU|alphaGSU|alphaSU	glycoprotein hormones, alpha subunit	protein-coding
Merged-chr15-75320292-1	chr15	75320199	75320385	+	152.500000	GetdiffpeaksBCL6WT.txt	Intergenic	MERVL-int|LTR|ERVL	51871	NM_008530	17071		NM_008530	ENSMUSG00000022583	Ly6f	-	lymphocyte antigen 6 family member F	protein-coding
Merged-chr5-124172446-1	chr5	124172353	124172539	+	151.399994	GetdiffpeaksBCL6WT.txt	intron (NM_011256, intron 2 of 24)	intron (NM_011256, intron 2 of 24)	-2955	NR_165290	115490137		NR_165289		Gm57733	-	predicted gene, 57733	ncRNA
Merged-chr17-24878153-1	chr17	24878060	24878246	+	150.199997	GetdiffpeaksBCL6WT.txt	promoter-TSS (NM_008340)	promoter-TSS (NM_008340)	-78	NM_001364896	16005		NM_008340	ENSMUSG00000046070	Igfals	ALS|Albs	insulin-like growth factor binding protein, acid labile subunit	protein-coding
Merged-chr3-153611481-1	chr3	153611388	153611574	+	150.199997	GetdiffpeaksBCL6WT.txt	intron (NM_011372, intron 1 of 4)	intron (NM_011372, intron 1 of 4)	113652	NM_011372	20447		NM_011372	ENSMUSG00000052544	St6galnac3	Siat7c	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	protein-coding
Merged-chr3-98853835-1	chr3	98853742	98853928	+	150.199997	GetdiffpeaksBCL6WT.txt	intron (NM_001304800, intron 3 of 3)	intron (NM_001304800, intron 3 of 3)	5959	NM_001304800	15492		NM_008293	ENSMUSG00000027871	Hsd3b1	3-beta-HSD I|D3Ertd383e	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	protein-coding
Merged-chr4-105641067-1	chr4	105640974	105641160	+	150.199997	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	483720	NM_080555	67916		NM_080555	ENSMUSG00000028517	Plpp3	1110003O22Rik|2610002D05Rik|D4Bwg0538e|D4Bwg1535e|Lpp3|PRG-2|Ppab2b|Ppap2b	phospholipid phosphatase 3	protein-coding
Merged-chr2-38288017-1	chr2	38287924	38288110	+	150.199997	GetdiffpeaksBCL6WT.txt	promoter-TSS (NM_001362973)	promoter-TSS (NM_001362973)	-633	NM_001362977	227801		NM_146122	ENSMUSG00000035392	Dennd1a	6030446I19Rik|connecdenn	DENN domain containing 1A	protein-coding
Merged-chr13-46728021-1	chr13	46727863	46728180	+	149.199997	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_175749)	promoter-TSS (NM_175749)	-172	NM_175749	218210		NM_175749	ENSMUSG00000021374	Nup153	B130015D15Rik	nucleoporin 153	protein-coding
Merged-chr4-11868762-1	chr4	11868669	11868855	+	147.800003	GetdiffpeaksBCL6WT.txt	Intergenic	MER89|LTR|ERV1	96951	NM_001098231	381511		NM_001033453	ENSMUSG00000049225	Pdp1	Gm1024|PDPC 1|Ppm2c	pyruvate dehydrogenase phosphatase catalytic subunit 1	protein-coding
Merged-chr14-31641733-1	chr14	31641640	31641826	+	147.800003	GetdiffpeaksBCL6WT.txt	promoter-TSS (NM_019975)	promoter-TSS (NM_019975)	669	NM_001374217	26363		NM_025295	ENSMUSG00000021900	Btd	-	biotinidase	protein-coding
Merged-chr2-12905983-1	chr2	12905890	12906076	+	146.699997	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-18058	NM_008961	19212		NM_008961	ENSMUSG00000026730	Pter	Mpr56-1	phosphotriesterase related	protein-coding
Merged-chr5-31885114-1	chr5	31885021	31885207	+	146.699997	GetdiffpeaksBCL6WT.txt	intron (NM_181279, intron 8 of 13)	intron (NM_181279, intron 8 of 13)	187064	NM_144541	107976		NM_144541	ENSMUSG00000052139	Babam2	6030405P19Rik|B830038C02Rik|Bre	BRISC and BRCA1 A complex member 2	protein-coding
Merged-chr13-107831423-1	chr13	107831330	107831516	+	146.699997	GetdiffpeaksBCL6WT.txt	intron (NM_145456, intron 5 of 17)	intron (NM_145456, intron 5 of 17)	58641	NM_145456	67263		NM_145456	ENSMUSG00000032846	Zswim6	2900036G02Rik|mKIAA1577	zinc finger SWIM-type containing 6	protein-coding
Merged-chr18-9393459-1	chr18	9393366	9393552	+	145.500000	GetdiffpeaksBCL6WT.txt	intron (NM_026484, intron 1 of 9)	intron (NM_026484, intron 1 of 9)	56695	NM_026484	67974		NM_026484	ENSMUSG00000024286	Ccny	1700025H17Rik|3110050L10Rik|4631402G10Rik|5730405I09Rik	cyclin Y	protein-coding
Merged-chr8-122463752-1	chr8	122463659	122463845	+	145.500000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-3063	NM_013914	30927		NM_013914	ENSMUSG00000006587	Snai3	Smuc|Zfp293	snail family zinc finger 3	protein-coding
Merged-chr4-59717620-1	chr4	59717527	59717713	+	145.500000	GetdiffpeaksBCL6WT.txt	intron (NM_001015681, intron 2 of 3)	intron (NM_001015681, intron 2 of 3)	66235	NM_001013577	66209		NM_001013577	ENSMUSG00000038544	Inip	1110054O05Rik|2610312O17Rik|Ssbip1	INTS3 and NABP interacting protein	protein-coding
Merged-chr5-122020408-1	chr5	122020315	122020501	+	144.300003	GetdiffpeaksBCL6WT.txt	intron (NM_007804, intron 2 of 22)	intron (NM_007804, intron 2 of 22)	27417	NM_007804	13048		NM_007804	ENSMUSG00000042589	Cux2	1700051K22Rik|Cutl2|Cux-2	cut-like homeobox 2	protein-coding
Merged-chr3-142707245-1	chr3	142707152	142707338	+	144.300003	GetdiffpeaksBCL6WT.txt	intron (NM_173763, intron 2 of 13)	intron (NM_173763, intron 2 of 13)	6197	NM_001293560	229905		NM_173763	ENSMUSG00000040213	Kyat3	Ccbl2|KATIII|Kat3	kynurenine aminotransferase 3	protein-coding
Merged-chr18-74647563-1	chr18	74647470	74647656	+	143.199997	GetdiffpeaksBCL6WT.txt	intron (NM_201600, intron 10 of 38)	intron (NM_201600, intron 10 of 38)	-116439	NR_045368	73606		NR_045368		1700120E14Rik	-	RIKEN cDNA 1700120E14 gene	ncRNA
Merged-chr4-126677619-1	chr4	126677466	126677772	+	142.566666	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_011970)	promoter-TSS (NM_011970)	-24	NM_011970	26445		NM_011970	ENSMUSG00000028837	Psmb2	C7-I|D4Wsu33e|HC7-I	proteasome (prosome, macropain) subunit, beta type 2	protein-coding
Merged-chr15-10202665-1	chr15	10202572	10202758	+	142.000000	GetdiffpeaksBCL6WT.txt	intron (NM_011169, intron 1 of 9)	intron (NM_011169, intron 1 of 9)	-21241	NM_001253781	19116		NM_011169	ENSMUSG00000005268	Prlr	Pr-1|Pr-3|Prlr-rs1	prolactin receptor	protein-coding
Merged-chr2-98663839-1	chr2	98663687	98663991	+	142.000000	pCREB.fed.mergepeaks.txt	Intergenic	GSAT_MM|Satellite|Satellite	1196182	NM_178725	241568		NM_178725	ENSMUSG00000050587	Lrrc4c	6430556C10Rik|NGL-1	leucine rich repeat containing 4C	protein-coding
Merged-chr16-43379697-1	chr16	43379604	43379790	+	142.000000	GetdiffpeaksBCL6WT.txt	intron (NM_019778, intron 2 of 8)	L1_Mus3|LINE|L1	-16031	NR_167987	791329		NR_167987	ENSMUSG00000055370	Gm9968	-	predicted gene 9968	ncRNA
Merged-chr13-37538094-1	chr13	37538001	37538187	+	142.000000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-42971	NR_168924	115488147		NR_168924	ENSMUSG00000114784	Gm47754	-	predicted gene, 47754	ncRNA
Merged-chr8-47649751-1	chr8	47649658	47649844	+	140.800003	GetdiffpeaksBCL6WT.txt	Intergenic	B4|SINE|B4	25408	NM_023503	69260		NM_023503	ENSMUSG00000063049	Ing2	2810011M06Rik|Ing1l|Ing2b|P33ING2	inhibitor of growth family, member 2	protein-coding
Merged-chr15-86175411-1	chr15	86175318	86175504	+	140.800003	GetdiffpeaksBCL6WT.txt	intron (NM_145475, intron 1 of 12)	RMER15|LTR|ERVL	-10317	NR_155352	102638208		NR_155352	ENSMUSG00000086424	Gm15569	-	predicted gene 15569	ncRNA
Merged-chr16-17251711-1	chr16	17251618	17251804	+	139.600006	GetdiffpeaksBCL6WT.txt	intron (NM_178922, intron 1 of 2)	intron (NM_178922, intron 1 of 2)	18124	NM_178922	58180		NM_178922	ENSMUSG00000050240	Hic2	HRG22|mKIAA1020	hypermethylated in cancer 2	protein-coding
Merged-chr7-143190163-1	chr7	143190070	143190256	+	138.500000	GetdiffpeaksBCL6WT.txt	intron (NM_008434, intron 6 of 15)	intron (NM_008434, intron 6 of 15)	82909	NM_008434	16535		NM_008434	ENSMUSG00000009545	Kcnq1	KVLQT1|Kcna9	potassium voltage-gated channel, subfamily Q, member 1	protein-coding
Merged-chr1-119295347-1	chr1	119295254	119295440	+	138.500000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	126901	NM_008381	16324		NM_008381	ENSMUSG00000037035	Inhbb	-	inhibin beta-B	protein-coding
Merged-chr11-83914416-1	chr11	83914323	83914509	+	138.500000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-27674	NM_030096	78394		NM_030096	ENSMUSG00000020677	Ddx52	2700029C06Rik|ROK1	DExD box helicase 52	protein-coding
Merged-chr17-11032520-1	chr17	11032427	11032613	+	137.300003	GetdiffpeaksBCL6WT.txt	intron (NM_001317726, intron 1 of 6)	ID4_|SINE|ID	192161	NM_016694	50873		NM_016694	ENSMUSG00000023826	Prkn	Park2	parkin RBR E3 ubiquitin protein ligase	protein-coding
Merged-chr11-115450358-1	chr11	115450265	115450451	+	137.300003	GetdiffpeaksBCL6WT.txt	Intergenic	ID4_|SINE|ID	-2298	NR_039549	100628623		NR_039549	ENSMUSG00000093096	Mir3968	mmu-mir-3968|mu-mir-3968	microRNA 3968	ncRNA
Merged-chr12-112671150-1	chr12	112671057	112671243	+	137.300003	GetdiffpeaksBCL6WT.txt	intron (NM_009652, intron 2 of 13)	intron (NM_009652, intron 2 of 13)	3126	NM_001165894	11651		NM_009652	ENSMUSG00000001729	Akt1	Akt|LTR-akt|PKB|PKB/Akt|PKBalpha|Rac	thymoma viral proto-oncogene 1	protein-coding
Merged-chr13-34961427-1	chr13	34961334	34961520	+	137.300003	GetdiffpeaksBCL6WT.txt	intron (NM_026947, intron 1 of 8)	MER77|LTR|ERVL	2382	NM_026947	69123		NM_026947	ENSMUSG00000021416	Eci3	1810022C23Rik|Kseg2	enoyl-Coenzyme A delta isomerase 3	protein-coding
Merged-chr11-81370353-1	chr11	81370260	81370446	+	137.300003	GetdiffpeaksBCL6WT.txt	intron (NM_001034013, intron 1 of 9)	intron (NM_001034013, intron 1 of 9)	203186	NM_001033765	237880		NM_001033765		1700071K01Rik	-	RIKEN cDNA 1700071K01 gene	protein-coding
Merged-chr14-21434908-1	chr14	21434815	21435001	+	136.100006	GetdiffpeaksBCL6WT.txt	intron (NM_134079, intron 10 of 10)	intron (NM_134079, intron 10 of 10)	-64862	NM_001205241	54169		NM_017479	ENSMUSG00000021767	Kat6b	B130044K16Rik|MYST-4|Morf|Myst4|mKIAA0383|qkf|querkopf	K(lysine) acetyltransferase 6B	protein-coding
Merged-chr5-22589749-1	chr5	22589656	22589842	+	136.100006	GetdiffpeaksBCL6WT.txt	Intergenic	LTR16A|LTR|ERVL	25970	NR_163852	105247048		NR_163852		Gm9057	EG668232	ubiquitin-conjugating enzyme E2 L3 pseudogene	pseudo
Merged-chr11-119184026-1	chr11	119183933	119184119	+	134.899994	GetdiffpeaksBCL6WT.txt	intron (NM_001347625, intron 3 of 11)	intron (NM_001347625, intron 3 of 11)	-29889	NR_105899	102465563		NR_105899	ENSMUSG00000098704	Mir6934	Gm27523|mmu-mir-6934	microRNA 6934	ncRNA
Merged-chr10-78413037-1	chr10	78412863	78413212	+	134.766663	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_010925)	promoter-TSS (NM_010925)	6	NM_010925	18114		NM_010925	ENSMUSG00000061032	Rrp1	NNP-1|Nnp1	ribosomal RNA processing 1	protein-coding
Merged-chr3-148683388-1	chr3	148683295	148683481	+	133.800003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	271247	NM_001081298	99633		NM_153517	ENSMUSG00000028184	Adgrl2	CIRL-2|Gm619|Lec1|Lphh1|Lphn2|mKIAA0786	adhesion G protein-coupled receptor L2	protein-coding
Merged-chr1-119221180-1	chr1	119221087	119221273	+	133.800003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-167561	NM_001081125	14633		NM_001081125	ENSMUSG00000048402	Gli2	-	GLI-Kruppel family member GLI2	protein-coding
Merged-chr1-191839545-1	chr1	191839452	191839638	+	133.800003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	18072	NM_010892	18005		NM_010892	ENSMUSG00000026622	Nek2	-	NIMA (never in mitosis gene a)-related expressed kinase 2	protein-coding
Merged-chr5-65391471-1	chr5	65391310	65391632	+	133.366669	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001310612)	promoter-TSS (NM_001310612)	-26	NM_024471	79464		NM_024471	ENSMUSG00000029199	Lias	2900022L22Rik|4933425M12Rik|7a5ex|LS|lip-syn	lipoic acid synthetase	protein-coding
Merged-chr3-84814511-1	chr3	84814357	84814665	+	132.600006	pCREB.fed.mergepeaks.txt	promoter-TSS (NR_165832)	promoter-TSS (NR_165832)	-78	NR_165832	102639087		NR_165832		Gm35486	-	predicted gene, 35486	ncRNA
Merged-chr9-77939414-1	chr9	77939321	77939507	+	132.600006	GetdiffpeaksBCL6WT.txt	intron (NM_134255, intron 1 of 7)	intron (NM_134255, intron 1 of 7)	22049	NM_134255	68801		NM_134255	ENSMUSG00000032349	Elovl5	1110059L23Rik|HELO1	ELOVL fatty acid elongase 5	protein-coding
Merged-chr12-116281149-1	chr12	116280983	116281316	+	132.500000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_028731)	promoter-TSS (NM_028731)	-73	NM_028731	52635		NM_028731	ENSMUSG00000021171	Esyt2	2410017M09Rik|4921504I16Rik|CHR2SYT|D12Ertd551e|Fam62b	extended synaptotagmin-like protein 2	protein-coding
Merged-chr1-62899572-1	chr1	62899479	62899665	+	131.399994	GetdiffpeaksBCL6WT.txt	Intergenic	RCHARR1|DNA|hAT-Charlie	-104840	NR_040601	74992		NR_040601		4930487H11Rik	-	RIKEN cDNA 4930487H11 gene	ncRNA
Merged-chr5-122938823-1	chr5	122938730	122938916	+	131.399994	GetdiffpeaksBCL6WT.txt	intron (NM_001003953, intron 9 of 22)	intron (NM_001003953, intron 9 of 22)	-38456	NM_001378864	30841		NM_013910	ENSMUSG00000029475	Kdm2b	Cxxc2|Fbl10|Fbxl10|Jhdm1b|PCCX2	lysine (K)-specific demethylase 2B	protein-coding
Merged-chr1-180851088-1	chr1	180850934	180851242	+	130.733337	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_145943)	promoter-TSS (NM_145943)	-63	NM_145943	208768		NM_145943	ENSMUSG00000038806	Sde2	-	SDE2 telomere maintenance homolog (S. pombe)	protein-coding
Merged-chr9-45962083-1	chr9	45961990	45962176	+	130.199997	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-6834	NM_172257	214597		NM_172257	ENSMUSG00000034908	Sidt2	B930096O19|CGI-40	SID1 transmembrane family, member 2	protein-coding
Merged-chr19-47406702-1	chr19	47406609	47406795	+	130.199997	GetdiffpeaksBCL6WT.txt	intron (NM_008018, intron 2 of 14)	ID_B1|SINE|B4	57709	NM_001164717	14218		NM_008018	ENSMUSG00000053617	Sh3pxd2a	2310014D11Rik|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5	SH3 and PX domains 2A	protein-coding
Merged-chr17-71598792-1	chr17	71598634	71598950	+	129.433334	pCREB.fed.mergepeaks.txt	promoter-TSS (NR_015549)	promoter-TSS (NR_015549)	-31	NR_027952	68789		NR_015549	ENSMUSG00000085492	Trmt61b	1110039F03Rik|623451|Gm6431	tRNA methyltransferase 61B	ncRNA
Merged-chr18-62231605-1	chr18	62231512	62231698	+	129.100006	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	51505	NM_001013754	225609		NM_001013754	ENSMUSG00000054589	Gm9949	EG225609	predicted gene 9949	protein-coding
Merged-chr14-45329665-1	chr14	45329572	45329758	+	129.100006	GetdiffpeaksBCL6WT.txt	promoter-TSS (NM_025959)	promoter-TSS (NM_025959)	-159	NM_025959	67089		NM_025959	ENSMUSG00000021832	Psmc6	2300001E01Rik	proteasome (prosome, macropain) 26S subunit, ATPase, 6	protein-coding
Merged-chr15-84156249-1	chr15	84156156	84156342	+	129.100006	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-11567	NM_054088	116939		NM_054088	ENSMUSG00000041653	Pnpla3	Adpn	patatin-like phospholipase domain containing 3	protein-coding
Merged-chr4-139380565-1	chr4	139380413	139380717	+	128.566666	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001160319)	promoter-TSS (NM_001160319)	-94	NM_001160319	69116		NM_001160319	ENSMUSG00000066036	Ubr4	1810009A16Rik|A930005E13Rik|D930005K06Rik|Gm1032|Gm1666|RBAF600|Zubr1|mKIAA0462|p600	ubiquitin protein ligase E3 component n-recognin 4	protein-coding
Merged-chr8-88869299-1	chr8	88869206	88869392	+	127.900002	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-155436	NR_106190	102465899		NR_106190	ENSMUSG00000099078	Mir8110	Gm27571|mmu-mir-8110	microRNA 8110	ncRNA
Merged-chr17-8277493-1	chr17	8277400	8277586	+	127.900002	GetdiffpeaksBCL6WT.txt	Intergenic	RLTR13D3A1|LTR|ERVK	-6294	NM_001364918	55951		NM_018819	ENSMUSG00000023861	Mpc1	0610006G08Rik|3830411I18Rik|Brp44l	mitochondrial pyruvate carrier 1	protein-coding
Merged-chr19-18087692-1	chr19	18087599	18087785	+	127.900002	GetdiffpeaksBCL6WT.txt	Intergenic	L1M2|LINE|L1	-250060	NM_001190483	18552		NM_001163144	ENSMUSG00000024713	Pcsk5	PC5|PC6|SPC6|b2b1549Clo|b2b585Clo	proprotein convertase subtilisin/kexin type 5	protein-coding
Merged-chr7-45718013-1	chr7	45717856	45718171	+	127.466667	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_203280)	promoter-TSS (NM_203280)	-11	NM_001172561	56632		NM_020011	ENSMUSG00000057342	Sphk2	Sk2|Spk2	sphingosine kinase 2	protein-coding
Merged-chr6-51657127-1	chr6	51657034	51657220	+	126.699997	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	111834	NM_001361577	71982		NM_028035	ENSMUSG00000038301	Snx10	2410004M09Rik	sorting nexin 10	protein-coding
Merged-chr1-88288278-1	chr1	88288185	88288371	+	126.699997	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-10699	NM_198652	381280		NM_198652	ENSMUSG00000044783	Hjurp	6430706D22Rik|A730008H23Rik|C330011F01Rik|Gm975|Mfleg1	Holliday junction recognition protein	protein-coding
Merged-chr10-4605092-1	chr10	4604999	4605185	+	126.699997	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-6897	NR_126357	13982		NM_007956	ENSMUSG00000019768	Esr1	ER|ER-alpha|ERa|ERalpha|ESR|Estr|Estra|Nr3a1	estrogen receptor 1 (alpha)	protein-coding
Merged-chr5-117121780-1	chr5	117121687	117121873	+	126.699997	GetdiffpeaksBCL6WT.txt	intron (NM_001199685, intron 1 of 20)	intron (NM_001199685, intron 1 of 20)	1651	NM_001199685	330177		NM_183306	ENSMUSG00000061288	Taok3	2900006A08Rik|A130052D22|A430105I05Rik	TAO kinase 3	protein-coding
Merged-chr9-95554417-1	chr9	95554324	95554510	+	126.699997	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-5217	NM_198414	75552		NM_198414	ENSMUSG00000064225	Paqr9	1700020G04Rik|Blnc1|C730029A08Rik	progestin and adipoQ receptor family member IX	protein-coding
Merged-chr2-164444904-1	chr2	164444811	164444997	+	125.599998	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-1716	NM_011521	20971		NM_011521	ENSMUSG00000017009	Sdc4	S4|Synd4|ryudocan|syndecan-4	syndecan 4	protein-coding
Merged-chr5-72384784-1	chr5	72384691	72384877	+	125.599998	GetdiffpeaksBCL6WT.txt	intron (NM_001122756, intron 5 of 21)	intron (NM_001122756, intron 5 of 21)	119424	NM_016869	53419		NM_016869	ENSMUSG00000005220	Corin	Lrp4	corin, serine peptidase	protein-coding
Merged-chr2-25332591-1	chr2	25332431	25332751	+	124.766663	pCREB.fed.mergepeaks.txt	promoter-TSS (NR_027448)	promoter-TSS (NR_027448)	-20	NR_027448	100272219		NR_027448		AA543186	-	expressed sequence AA543186	ncRNA
Merged-chr3-119166026-1	chr3	119165933	119166119	+	124.400002	GetdiffpeaksBCL6WT.txt	intron (NM_170778, intron 16 of 22)	L1ME3G|LINE|L1	603846	NM_170778	99586		NM_170778	ENSMUSG00000033308	Dpyd	DHPDHase|DPD|E330028L06Rik	dihydropyrimidine dehydrogenase	protein-coding
Merged-chr2-102010090-1	chr2	102009997	102010183	+	124.400002	GetdiffpeaksBCL6WT.txt	intron (NM_178886, intron 4 of 5)	intron (NM_178886, intron 4 of 5)	123828	NM_029635	76501		NM_029635	ENSMUSG00000027163	Commd9	1810029F08Rik	COMM domain containing 9	protein-coding
Merged-chr1-185362934-1	chr1	185362775	185363094	+	123.933334	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_029735)	promoter-TSS (NM_029735)	-110	NM_029735	107508		NM_029735	ENSMUSG00000026615	Eprs1	2410081F06Rik|3010002K18Rik|Eprs|Qprs	glutamyl-prolyl-tRNA synthetase 1	protein-coding
Merged-chr12-4159402-1	chr12	4159309	4159495	+	123.199997	GetdiffpeaksBCL6WT.txt	intron (NM_001159536, intron 2 of 21)	intron (NM_001159536, intron 2 of 21)	25249	NM_138305	104111		NM_138305	ENSMUSG00000020654	Adcy3	AC3|ACIII|mKIAA0511	adenylate cyclase 3	protein-coding
