#name (cmd = mergePeaks -d given pCREB.fed.mergepeaks.txt pCREB.fast.mergepeaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	pCREB.fed.mergepeaks.txt	pCREB.fast.mergepeaks.txt
Merged-chr11-102777706-1	chr11	102777561	102777851	+	10.200000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-102777706-1
Merged-chr16-37868129-1	chr16	37867995	37868263	+	11.300000	pCREB.fast.mergepeaks.txt	1		Merged-chr16-37868129-1
Merged-chr5-115100492-1	chr5	115100347	115100637	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr5-115100492-1
Merged-chr7-45638716-1	chr7	45638571	45638861	+	7.680000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-45638716-1
Merged-chr6-87788074-1	chr6	87787929	87788219	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr6-87788074-1
Merged-chr7-19688926-1	chr7	19688781	19689071	+	10.900000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-19688926-1
Merged-chr10-69104726-1	chr10	69104540	69104912	+	11.100000	pCREB.fast.mergepeaks.txt	1		Merged-chr10-69104720-2
Merged-chr19-10122356-1	chr19	10122209	10122503	+	9.835000	pCREB.fast.mergepeaks.txt	1		Merged-chr19-10122361-2
Merged-chr11-98796453-1	chr11	98796308	98796598	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-98796453-1
Merged-chr13-69624069-1	chr13	69623924	69624214	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr13-69624069-1
Merged-chr15-9307576-1	chr15	9307431	9307721	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr15-9307576-1
Merged-chr2-70686020-1	chr2	70685886	70686154	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr2-70686020-1
Merged-chr18-3009584-1	chr18	3009439	3009729	+	17.900000	pCREB.fast.mergepeaks.txt	1		Merged-chr18-3009584-1
Merged-chr16-3236177-1	chr16	3236076	3236278	+	12.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr16-3236177-1
Merged-chr2-132690041-1	chr2	132689896	132690186	+	12.800000	pCREB.fast.mergepeaks.txt	1		Merged-chr2-132690041-1
Merged-chr13-37840428-1	chr13	37840283	37840573	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr13-37840428-1
Merged-chr4-147518938-1	chr4	147518804	147519072	+	10.000000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-147518938-1
Merged-chr6-135162552-1	chr6	135162407	135162697	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr6-135162552-1
Merged-chr6-121151996-1	chr6	121151851	121152141	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr6-121151996-1
Merged-chr1-60579956-1	chr1	60579822	60580090	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-60579956-1
Merged-chr4-106563078-1	chr4	106562933	106563223	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-106563078-1
Merged-chr3-60606757-1	chr3	60606612	60606902	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-60606757-1
Merged-chr10-93518576-1	chr10	93518431	93518721	+	15.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr10-93518576-1
Merged-chr6-5162901-1	chr6	5162756	5163046	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr6-5162901-1
Merged-chr13-58897646-1	chr13	58897501	58897791	+	7.040000	pCREB.fast.mergepeaks.txt	1		Merged-chr13-58897646-1
Merged-chr9-46272135-1	chr9	46271867	46272403	+	43.699997	pCREB.fast.mergepeaks.txt	1		Merged-chr9-46272140-2
Merged-chr3-135232694-1	chr3	135232549	135232839	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-135232694-1
Merged-chr5-92571479-1	chr5	92571345	92571613	+	9.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr5-92571479-1
Merged-chr1-185277203-1	chr1	185277069	185277337	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-185277203-1
Merged-chr10-53461207-1	chr10	53461106	53461308	+	7.780000	pCREB.fast.mergepeaks.txt	1		Merged-chr10-53461207-1
Merged-chr4-108130647-1	chr4	108130467	108130828	+	15.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-108130653-2
Merged-chr3-157892141-1	chr3	157892007	157892275	+	15.700000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-157892141-1
Merged-chr9-103481807-1	chr9	103481662	103481952	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr9-103481807-1
Merged-chr16-22961268-1	chr16	22961123	22961413	+	10.900000	pCREB.fast.mergepeaks.txt	1		Merged-chr16-22961268-1
Merged-chr18-12648069-1	chr18	12647924	12648214	+	14.700000	pCREB.fast.mergepeaks.txt	1		Merged-chr18-12648069-1
Merged-chr17-64600512-1	chr17	64600378	64600646	+	11.300000	pCREB.fast.mergepeaks.txt	1		Merged-chr17-64600512-1
Merged-chr1-160474744-1	chr1	160474599	160474889	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-160474744-1
Merged-chr2-110306429-1	chr2	110306295	110306563	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr2-110306429-1
Merged-chr19-5889575-1	chr19	5889430	5889720	+	7.680000	pCREB.fast.mergepeaks.txt	1		Merged-chr19-5889575-1
Merged-chr1-193272485-1	chr1	193272340	193272630	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-193272485-1
Merged-chr12-93116980-1	chr12	93116835	93117125	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr12-93116980-1
Merged-chr7-88648413-1	chr7	88648268	88648558	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-88648413-1
Merged-chr3-58235131-1	chr3	58234986	58235276	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-58235131-1
Merged-chr16-64167559-1	chr16	64167414	64167704	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr16-64167559-1
Merged-chr16-29921104-1	chr16	29920970	29921238	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr16-29921104-1
Merged-chr8-106084484-1	chr8	106084383	106084585	+	5.830000	pCREB.fast.mergepeaks.txt	1		Merged-chr8-106084484-1
Merged-chr2-27625365-1	chr2	27625231	27625499	+	10.000000	pCREB.fast.mergepeaks.txt	1		Merged-chr2-27625365-1
Merged-chr4-120494921-1	chr4	120494787	120495055	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-120494921-1
Merged-chr4-8566725-1	chr4	8566580	8566870	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-8566725-1
Merged-chr13-52022293-1	chr13	52022148	52022438	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr13-52022293-1
Merged-chr15-78532830-1	chr15	78532696	78532964	+	9.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr15-78532830-1
Merged-chr15-76084379-1	chr15	76084245	76084513	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr15-76084379-1
Merged-chr1-137352549-1	chr1	137352404	137352694	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-137352549-1
Merged-chr13-93637168-1	chr13	93637034	93637302	+	38.200001	pCREB.fast.mergepeaks.txt	1		Merged-chr13-93637168-1
Merged-chr4-64139607-1	chr4	64139473	64139741	+	7.520000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-64139607-1
Merged-chr15-88875817-1	chr15	88875672	88875962	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr15-88875817-1
Merged-chr8-61525954-1	chr8	61525820	61526088	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr8-61525954-1
Merged-chr6-139785305-1	chr6	139785160	139785450	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr6-139785305-1
Merged-chr2-116075601-1	chr2	116075456	116075746	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr2-116075601-1
Merged-chr13-10447849-1	chr13	10447715	10447983	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr13-10447849-1
Merged-chr10-81411501-1	chr10	81411367	81411635	+	9.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr10-81411501-1
Merged-chr2-92428128-1	chr2	92427983	92428273	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr2-92428128-1
Merged-chr4-72180920-1	chr4	72180786	72181054	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-72180920-1
Merged-chr7-75481120-1	chr7	75480975	75481265	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-75481120-1
Merged-chr11-119184103-1	chr11	119183958	119184248	+	10.900000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-119184103-1
Merged-chr11-11844626-1	chr11	11844481	11844771	+	17.299999	pCREB.fast.mergepeaks.txt	1		Merged-chr11-11844626-1
Merged-chr8-122322807-1	chr8	122322673	122322941	+	9.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr8-122322807-1
Merged-chr1-167337733-1	chr1	167337588	167337878	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-167337733-1
Merged-chr1-58021708-1	chr1	58021574	58021842	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-58021708-1
Merged-chr3-108046386-1	chr3	108046252	108046520	+	9.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-108046386-1
Merged-chr18-23967262-1	chr18	23967128	23967396	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr18-23967262-1
Merged-chr17-53847494-1	chr17	53847349	53847639	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr17-53847494-1
Merged-chr6-126994653-1	chr6	126994519	126994787	+	9.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr6-126994653-1
Merged-chr10-89458282-1	chr10	89458137	89458427	+	10.200000	pCREB.fast.mergepeaks.txt	1		Merged-chr10-89458282-1
Merged-chr6-3201518-1	chr6	3201417	3201619	+	12.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr6-3201518-1
Merged-chr13-52828448-1	chr13	52828303	52828593	+	17.900000	pCREB.fast.mergepeaks.txt	1		Merged-chr13-52828448-1
Merged-chr14-21112742-1	chr14	21112597	21112887	+	10.200000	pCREB.fast.mergepeaks.txt	1		Merged-chr14-21112742-1
Merged-chr8-117790252-1	chr8	117790118	117790386	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr8-117790252-1
Merged-chr1-59503689-1	chr1	59503544	59503834	+	10.200000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-59503689-1
Merged-chr11-86596341-1	chr11	86596196	86596486	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-86596341-1
Merged-chr7-119620825-1	chr7	119620680	119620970	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-119620825-1
Merged-chr16-77013141-1	chr16	77013007	77013275	+	10.700000	pCREB.fast.mergepeaks.txt	1		Merged-chr16-77013141-1
Merged-chr17-6040798-1	chr17	6040664	6040932	+	10.700000	pCREB.fast.mergepeaks.txt	1		Merged-chr17-6040798-1
Merged-chr11-69666180-1	chr11	69666035	69666325	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-69666180-1
Merged-chr1-172661584-1	chr1	172661439	172661729	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-172661584-1
Merged-chr16-24614631-1	chr16	24614486	24614776	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr16-24614631-1
Merged-chr3-139809153-1	chr3	139809019	139809287	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-139809153-1
Merged-chr15-96994462-1	chr15	96994317	96994607	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr15-96994462-1
Merged-chr1-121281376-1	chr1	121281231	121281521	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-121281376-1
Merged-chr13-55719455-1	chr13	55719310	55719600	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr13-55719455-1
Merged-chr2-181275689-1	chr2	181275555	181275823	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr2-181275689-1
Merged-chr1-180033810-1	chr1	180033665	180033955	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-180033810-1
Merged-chr9-106783794-1	chr9	106783649	106783939	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr9-106783794-1
Merged-chr5-137348754-1	chr5	137348620	137348888	+	9.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr5-137348754-1
Merged-chr8-94950360-1	chr8	94950226	94950494	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr8-94950360-1
Merged-chr6-85869027-1	chr6	85868893	85869161	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr6-85869027-1
Merged-chr18-65249557-1	chr18	65249423	65249691	+	63.299999	pCREB.fast.mergepeaks.txt	1		Merged-chr18-65249557-1
Merged-chr10-67025768-1	chr10	67025634	67025902	+	10.700000	pCREB.fast.mergepeaks.txt	1		Merged-chr10-67025768-1
Merged-chr11-96938012-1	chr11	96937867	96938157	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-96938012-1
Merged-chr12-104339069-1	chr12	104338935	104339203	+	35.099998	pCREB.fast.mergepeaks.txt	1		Merged-chr12-104339069-1
Merged-chr8-33991633-1	chr8	33991488	33991778	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr8-33991633-1
Merged-chr12-108857738-1	chr12	108857593	108857883	+	22.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr12-108857738-1
Merged-chr19-36821297-1	chr19	36821152	36821442	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr19-36821297-1
Merged-chr3-26960008-1	chr3	26959863	26960153	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-26960008-1
Merged-chr11-94202441-1	chr11	94202296	94202586	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-94202441-1
Merged-chr9-61323943-1	chr9	61323798	61324088	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr9-61323943-1
Merged-chr14-87416424-1	chr14	87416279	87416569	+	14.100000	pCREB.fast.mergepeaks.txt	1		Merged-chr14-87416424-1
Merged-chr12-80953659-1	chr12	80953514	80953804	+	10.900000	pCREB.fast.mergepeaks.txt	1		Merged-chr12-80953659-1
Merged-chr18-53363875-1	chr18	53363730	53364020	+	11.500000	pCREB.fast.mergepeaks.txt	1		Merged-chr18-53363875-1
Merged-chr1-190136861-1	chr1	190136716	190137006	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-190136861-1
Merged-chr3-18169027-1	chr3	18168882	18169172	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-18169027-1
Merged-chr12-90095373-1	chr12	90095239	90095507	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr12-90095373-1
Merged-chr15-53189557-1	chr15	53189412	53189702	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr15-53189557-1
Merged-chr4-72199036-1	chr4	72198891	72199181	+	10.900000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-72199036-1
Merged-chr19-46675841-1	chr19	46675696	46675986	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr19-46675841-1
Merged-chr7-40650439-1	chr7	40650338	40650540	+	6.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-40650439-1
Merged-chr14-30829264-1	chr14	30829119	30829409	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr14-30829264-1
Merged-chr1-67123703-1	chr1	67123492	67123915	+	19.900002	pCREB.fast.mergepeaks.txt	1		Merged-chr1-67123709-2
Merged-chr13-109593666-1	chr13	109593521	109593811	+	10.200000	pCREB.fast.mergepeaks.txt	1		Merged-chr13-109593666-1
Merged-chr6-55050886-1	chr6	55050741	55051031	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr6-55050886-1
Merged-chr5-25402282-1	chr5	25402137	25402427	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr5-25402282-1
Merged-chr3-86589297-1	chr3	86589152	86589442	+	7.680000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-86589297-1
Merged-chr2-27232809-1	chr2	27232664	27232954	+	7.680000	pCREB.fast.mergepeaks.txt	1		Merged-chr2-27232809-1
Merged-chr11-79550735-1	chr11	79550601	79550869	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-79550735-1
Merged-chr13-45425467-1	chr13	45425322	45425612	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr13-45425467-1
Merged-chr15-97002898-1	chr15	97002764	97003032	+	13.800000	pCREB.fast.mergepeaks.txt	1		Merged-chr15-97002898-1
Merged-chr13-119611210-1	chr13	119611109	119611311	+	10.200000	pCREB.fast.mergepeaks.txt	1		Merged-chr13-119611210-1
Merged-chr12-84300988-1	chr12	84300843	84301133	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr12-84300988-1
Merged-chr7-71247318-1	chr7	71247184	71247452	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-71247318-1
Merged-chr18-3007662-1	chr18	3007528	3007796	+	17.500000	pCREB.fast.mergepeaks.txt	1		Merged-chr18-3007662-1
Merged-chr6-39573934-1	chr6	39573789	39574079	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr6-39573934-1
Merged-chr11-120472328-1	chr11	120472183	120472473	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-120472328-1
Merged-chr17-31637635-1	chr17	31637501	31637769	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr17-31637635-1
Merged-chr13-51847446-1	chr13	51847267	51847626	+	9.185000	pCREB.fast.mergepeaks.txt	1		Merged-chr13-51847441-2
Merged-chr17-87954242-1	chr17	87954108	87954376	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr17-87954242-1
Merged-chr7-100781182-1	chr7	100781037	100781327	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-100781182-1
Merged-chr10-70297179-1	chr10	70297034	70297324	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr10-70297179-1
Merged-chr2-67266893-1	chr2	67266792	67266994	+	6.800000	pCREB.fast.mergepeaks.txt	1		Merged-chr2-67266893-1
Merged-chr5-145976201-1	chr5	145976039	145976363	+	11.750000	pCREB.fast.mergepeaks.txt	1		Merged-chr5-145976195-2
Merged-chr5-43137865-1	chr5	43137720	43138010	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr5-43137865-1
Merged-chr8-90892762-1	chr8	90892617	90892907	+	7.680000	pCREB.fast.mergepeaks.txt	1		Merged-chr8-90892762-1
Merged-chr17-64764089-1	chr17	64763955	64764223	+	13.200000	pCREB.fast.mergepeaks.txt	1		Merged-chr17-64764089-1
Merged-chr4-24897502-1	chr4	24897368	24897636	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-24897502-1
Merged-chr5-65761124-1	chr5	65760990	65761258	+	10.000000	pCREB.fast.mergepeaks.txt	1		Merged-chr5-65761124-1
Merged-chr3-60958042-1	chr3	60957897	60958187	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-60958042-1
Merged-chr6-57545702-1	chr6	57545568	57545836	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr6-57545702-1
Merged-chr4-101540911-1	chr4	101540766	101541056	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-101540911-1
Merged-chr8-94190415-1	chr8	94190270	94190560	+	7.040000	pCREB.fast.mergepeaks.txt	1		Merged-chr8-94190415-1
Merged-chr9-97159230-1	chr9	97159096	97159364	+	7.520000	pCREB.fast.mergepeaks.txt	1		Merged-chr9-97159230-1
Merged-chr17-64763798-1	chr17	64763653	64763943	+	14.100000	pCREB.fast.mergepeaks.txt	1		Merged-chr17-64763798-1
Merged-chr5-122306679-1	chr5	122306534	122306824	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr5-122306679-1
Merged-chr7-6155278-1	chr7	6155133	6155423	+	10.200000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-6155278-1
Merged-chr7-97075125-1	chr7	97074991	97075259	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-97075125-1
Merged-chr4-108140421-1	chr4	108140287	108140555	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-108140421-1
Merged-chr4-115607601-1	chr4	115607377	115607826	+	14.850000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-115607607-2
Merged-chr17-12935817-1	chr17	12935683	12935951	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr17-12935817-1
Merged-chr11-6012099-1	chr11	6011924	6012274	+	14.550000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-6012104-2
Merged-chr5-137992151-1	chr5	137992017	137992285	+	10.000000	pCREB.fast.mergepeaks.txt	1		Merged-chr5-137992151-1
Merged-chr8-22593208-1	chr8	22593063	22593353	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr8-22593208-1
Merged-chr7-39449254-1	chr7	39449109	39449399	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-39449254-1
Merged-chr14-65977449-1	chr14	65977304	65977594	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr14-65977449-1
Merged-chr5-123169886-1	chr5	123169741	123170031	+	13.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr5-123169886-1
Merged-chr3-68430061-1	chr3	68429916	68430206	+	7.680000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-68430061-1
Merged-chr12-33175982-1	chr12	33175837	33176127	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr12-33175982-1
Merged-chr17-23511985-1	chr17	23511884	23512086	+	6.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr17-23511985-1
Merged-chr7-132620605-1	chr7	132620471	132620739	+	9.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-132620605-1
Merged-chr3-65933389-1	chr3	65933255	65933523	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-65933389-1
Merged-chr5-90477258-1	chr5	90477113	90477403	+	10.900000	pCREB.fast.mergepeaks.txt	1		Merged-chr5-90477258-1
Merged-chr11-7140569-1	chr11	7140424	7140714	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-7140569-1
Merged-chr2-132655061-1	chr2	132654916	132655206	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr2-132655061-1
Merged-chr4-104999776-1	chr4	104999631	104999921	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-104999776-1
Merged-chr15-103239713-1	chr15	103239568	103239858	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr15-103239713-1
Merged-chr2-104128948-1	chr2	104128803	104129093	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr2-104128948-1
Merged-chr18-46420412-1	chr18	46420278	46420546	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr18-46420412-1
Merged-chr6-97262873-1	chr6	97262739	97263007	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr6-97262873-1
Merged-chr4-43420108-1	chr4	43419974	43420242	+	10.000000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-43420108-1
Merged-chr11-86582553-1	chr11	86582408	86582698	+	13.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-86582553-1
Merged-chr14-21053312-1	chr14	21053178	21053446	+	10.000000	pCREB.fast.mergepeaks.txt	1		Merged-chr14-21053312-1
Merged-chr1-146364111-1	chr1	146363977	146364245	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-146364111-1
Merged-chr2-105714111-1	chr2	105713966	105714256	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr2-105714111-1
Merged-chr18-84849033-1	chr18	84848888	84849178	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr18-84849033-1
Merged-chr3-8245830-1	chr3	8245729	8245931	+	9.230000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-8245830-1
Merged-chr11-63351138-1	chr11	63351004	63351272	+	9.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-63351138-1
Merged-chr17-81384322-1	chr17	81384177	81384467	+	8.960000	pCREB.fast.mergepeaks.txt	1		Merged-chr17-81384322-1
Merged-chr4-43394673-1	chr4	43394528	43394818	+	11.500000	pCREB.fast.mergepeaks.txt	1		Merged-chr4-43394673-1
Merged-chr7-132611731-1	chr7	132611597	132611865	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr7-132611731-1
Merged-chr3-119317856-1	chr3	119317711	119318001	+	7.680000	pCREB.fast.mergepeaks.txt	1		Merged-chr3-119317856-1
Merged-chr9-108508547-1	chr9	108508413	108508681	+	9.400000	pCREB.fast.mergepeaks.txt	1		Merged-chr9-108508547-1
Merged-chr10-101131390-1	chr10	101131289	101131491	+	6.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr10-101131390-1
Merged-chr8-121563183-1	chr8	121563038	121563328	+	10.900000	pCREB.fast.mergepeaks.txt	1		Merged-chr8-121563183-1
Merged-chr11-60035150-1	chr11	60035005	60035295	+	9.600000	pCREB.fast.mergepeaks.txt	1		Merged-chr11-60035150-1
Merged-chr19-40297136-1	chr19	40296991	40297281	+	10.200000	pCREB.fast.mergepeaks.txt	1		Merged-chr19-40297136-1
Merged-chr19-28018739-1	chr19	28018638	28018840	+	6.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr19-28018739-1
Merged-chr9-100795302-1	chr9	100795168	100795436	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr9-100795302-1
Merged-chr8-40325032-1	chr8	40324898	40325166	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr8-40325032-1
Merged-chr19-12761031-1	chr19	12760897	12761165	+	8.150000	pCREB.fast.mergepeaks.txt	1		Merged-chr19-12761031-1
Merged-chr1-85280463-1	chr1	85280362	85280564	+	6.800000	pCREB.fast.mergepeaks.txt	1		Merged-chr1-85280463-1
Merged-chr14-33447204-1	chr14	33447059	33447349	+	8.320000	pCREB.fast.mergepeaks.txt	1		Merged-chr14-33447204-1
Merged-chr15-99834500-1	chr15	99834366	99834634	+	8.770000	pCREB.fast.mergepeaks.txt	1		Merged-chr15-99834500-1
